"type","indicator","classification","source","notes","references"
"domain","otheresidemeta.xyz","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","mcstrategy.org","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","mcgregorcash.org","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","mcconorcash.org","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","kanye-elon.net","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","kanye-elon.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","investmstr.org","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","gift2023.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","gavin.gifts","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","forbesyt.org","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","eventx2ark.org","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","event-musk.info","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","ethergets.org","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","ethdrop.pro","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","elonmusk-event.info","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","elon-gives.net","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","cryptosdesignmoneybot.xyz","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","cryptosark.org","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","cryptobottempl.xyz","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","ceotesla.pro","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","cardanovasil.org","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","cardanofork.net","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","cardano-get.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","buterin-event.info","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","buterin-2x.promo","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","brad-yt.net","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","arkx2event.org","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","arkhigh.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","tate-free23.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","telsabonus.live","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","arkcrypt.org","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","teslabonus23.net","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","doge2022-elon.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","crypto2023.xyz","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","conormccash.org","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","ethereum-elon.net","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","arkceo2022.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","tesla22event.org","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","teslapromo23.live","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","twitter-event.org","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","doubletesla.live","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","double-ethereum.info","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","adidas-drop.org","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","chatgptbonus.live","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk from registrant organization CryptDesignBot.",""
"domain","algo2x.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","algo2x.store","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","aptosx2.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","bittrex2x.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","bittrex2x.store","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","btcmicro.org","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","buterin23.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","cardanolive.org","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","cardanoyt.org","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","chess2x.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","chess2x.store","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","doublexrp.net","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","elon2023double.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","elon2double.org","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","elon2drop.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","elon2drop.store","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","elon2xdrop.org","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","elonbtc2x.org","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","elondouble23.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","elondrop2x.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","elonlive2x.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","elonlive2x.store","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","elonmusk2x.org","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","ethdrop2x.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","ethdrop2x.store","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","exgold.org","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","microdouble.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","msaylor2x.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","msaylor2x.store","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","muskdrop2x.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","muskdrop2x.org","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","musknew.org","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","new23tesla.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","newtesla.pro","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","newtesla23.net","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","newtesla23.pro","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","newteslapump.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","newunipump.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","newuniswap.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","openai45.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","openai45.store","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","openaibtc.org","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","pumpspace.org","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","ripple23drop.net","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","ripple2x.tech","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","rlpple.net","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","rlpple.pro","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","sapcexlaunch.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","sapcexlaunch.store","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","softbyware.net","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","spacecoins.info","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","spacelives.net","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","spacex-live.org","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","spacex23drop.net","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","spacex2live.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","spacex2live.store","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","spacexbtc.net","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","spacexlive23.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","spacexlive23.store","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","spacexlive2x.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","spacexlive2x.store","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","spacexlives.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","spacexlives.net","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","spacexlives.store","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","spacexonthemoon.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","spacexpump.org","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","spacexpump23.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","tatecrypto2x.org","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","tatelive23.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","tatelive23.store","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","tesla23drop.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","tesla23drop.org","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","tesla23live.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","tesla23new.pro","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","tesla2live.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","tesla2xdrop.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","tesla2xdrop.org","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","teslachess24.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","tesladrop2x.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","tesladrop2x.org","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","teslalive23.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","teslanew.pro","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","teslanew23.org","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","ukraine23help.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","ukraine23help.store","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","ukraine2x.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","ukraine2x.store","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","x2ada.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","x2droptesla.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","x2elonmusk.org","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","x2flare.org","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","x2teslapump.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","xrpdouble23.com","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
"domain","xrpdouble23.store","malicious","infoblox","Domain hosting cryptocurrency phishing scam. Part of a cluster of domains with themes often focused around Tesla and Elon Musk.",""
